A & O: Support Services for Older Adults,200 - 280 Smith Street ,Manitoba,Winnipeg,R3C 1K2,204-956-6440,amacrae@ageopportunity.mb.ca,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Accès emploi Alberta,202-8627 Marie-Anne-Gaboury ST,Alberta,Edmonton,T6C 3N1,780-490-6975,ae@accesemploi.net,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
ACCES Employment,2001 Sheppard Ave E. Suite 201,Ontario,Toronto,M2J 4Z8,416-443-9008, ,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Acces Employment,2085 Hurontario Street Suite 210,Ontario,Mississauga,L5A 4G1,905-361-2522, ,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ACCES Employment,2100 Ellesmere Road Suite 250,Ontario,Toronto,M1H 3B7,416-431-5326, ,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Acces Employment,44 Peel Centre Drive Suite 201,Ontario,Brampton,L6T 4BS,905-454-2316, ,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ACCES Employment,489 College Street Suite 100,Ontario,Toronto,M6G 1A5,416-921-1800, ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Access Alliance Multicultural Health & Community Services,3079 Danforth Avenue,Ontario,Toronto,M1L 1A8,416-693-8677, ,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Access Alliance Multicultural Health & Community Services,340 College Street Suite 500,Ontario,Toronto,M5T 3A9,416-324-8801, ,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Access Alliance Multicultural Health & Community Services,761 Jane Street 2nd Floor,Ontario,Toronto,M6N 4B4,416-760-8677, ,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Achēv,1003 Giffard Street,Ontario,Whitby,L1N 2S4,905-666-1255,info@achev.ca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Achēv,1400 Bayly Street Unit 5,Ontario,Pickering,L1W 3R2,1-877-761-1155,info@achev.ca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Achēv,16655 Yonge Street,Ontario,Newmarket,L3X 1V6,289-841-3032,info@achev.ca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Achēv,263 Queen Street East Unit 14,Ontario,Brampton,L6W 3J3,905-595-0722,info@achev.ca,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Achēv,272 King Street East,Ontario,Oshawa,L1H 1C9,905-579-1821,info@achev.ca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Achēv,320 Bayfield Street,Ontario,Barrie,L4M 3C1,705-725-8990 ext. 45200,info@achev.ca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Achēv,425 Holland Street West,Ontario,Bradford,L3Z 0J2,905-775-3328,info@achev.ca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Achēv,458 Fairall Street,Ontario,Ajax,L1S 1R6,1-877-761-1155,info@achev.ca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Achēv,50 Burnhamthorpe Road West Suite 300,Ontario,Mississauga,L5B 3C2,905-949-0049,info@achev.ca,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Achēv,690 Dorval Drive Suite 100,Ontario,Oakville,L6K 3X9,905-875-3851,info@achev.ca,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Achēv,7220 Kennedy Road,Ontario,Markham,L3R 7P2,905-479-7926,info@achev.ca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Achēv,7420 Airport Road Suite 104,Ontario,Malton,L4T 4E5,905-677-0007,info@achev.ca,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Achēv,8400 Woodbine Avenue,Ontario,Markham,L3R 4N7,1-877-761-1155,info@achev.ca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Achēv,9100 Jane Street,Ontario,Vaughan,L4K 0A4,1-877-761-1155,info@achev.ca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Achēv,9325 Yonge Street,Ontario,Richmond Hill,L4C 0A8,1-877-761-1155,info@achev.ca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Achēv,Doncrest Market Place 420 Highway 7 East,Ontario,Richmond Hill,L4B 3K2,1-855-330-8655,info@achev.ca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Action for Healthy Communities Society of Edmonton,200-10578 113 St NW,Alberta,Edmonton,T5H 3H5,780-944-4687, ,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Actions interculturelles de développement et d'éducation (AIDE) inc.,465 Rue Lawford  ,Quebec,Sherbrooke,J1G 2C2,819-822-4180,aide@aide.org,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Adult Language and Learning,16 George Street,Ontario,Blenheim,N0P 1A0,519-676-3174, ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Adult Language and Learning,187 Brown Street,Ontario,Dresden,N0P 1M0,519-354-2940, ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Adult Language and Learning,2 Queen Street,Ontario,Tilbury,N0P 2L0,519-354-7424, ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Adult Language and Learning,209 James Street,Ontario,Wallaceburg,N8A 2N4,519-354-7424, ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Adult Language and Learning,240 King Street West,Ontario,Chatham,N7M 1E7,519-354-7424, ,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Adult Language and Learning,285 McNaughton Avenue West,Ontario,Chatham,N7L 2G7,519-354-7424, ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Adult Language and Learning,35 Talbot Road West,Ontario,Wheatley,N0P 1A0,519-354-2940, ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Adult Language and Learning,54 Main Street,Ontario,Ridgetown,N0P 2C0,519-948-5545, ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Afghan Women's Counselling and Integration Community Support Organization,2555 Eglinton Avenue East Unit 211,Ontario,Toronto,M1K 5J1,416-266-2936,aniazi@afghanwomen.org,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Afghan Women's Counselling and Integration Community Support Organization,747 Don Mills Road Unit 30,Ontario,Mississauga,M3C 1T2,416-422-2225,aniazi@afghanwomen.org,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Afghan Women's Counselling and Integration Community Support Organization,789 Don Mills Road Suite 700,Ontario,Toronto,M3C 1T5,416-588-3585,aniazi@afghanwomen.org,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Afghan Women's Organization,3050 Confederation Parkway Unit 302,Ontario,Mississauga,L5B 3Z6,905-279-3679, ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Agape Language Centre,16 Bermuda Drive NW,Alberta,Calgary,T3K 1H7,403-516-1846,nwoodburn@agapelanguagecentre.com,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Agincourt Community Services Association,1911 Kennedy Road,Ontario,Scarborough,M1P 2L9,416-321-6912, ,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Agincourt Community Services Association,2219 Lawrence Avenue East,Ontario,Scarborough,M1P 2P5,416-321-6912, ,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Agincourt Community Services Association,3030 Lawrence Avenue East,Ontario,Scarborough,M1P 2T7,416-321-6912, ,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Agincourt Community Services Association,545 Markham Road,Ontario,Scarborough,M1H 2A1,416-321-6912, ,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Alberta International Medical Graduate School,1409 Edmonton Trail NE Suite 202,Alberta,Calgary,T2E 3K8,587-524-2750,calgary@aimga.ca,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Alberta International Medical Graduate School,420-10055 106 Street NW ,Alberta,Edmonton,T5J 2Y2,587-524-2750,edmonton@aimga.ca,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Alberta Somali Community Centre,Unit 101 - 9219 111 Avenue  ,Alberta,Edmonton,T5G 0A2,780-757-3334,albertasomalicommunitycentre@gmail.com,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Algonquin and Lakeshore Catholic District School Board ,151 Dairy Avenue,Ontario,Napanee,K7R 4B2,613-354-2255,info@alcdsb.on.ca,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Algonquin Lakeshore Catholic District School Board,161 Bridge Street West,Ontario,Belleville,K8P 1K2,613-544-3361, ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Alliance for South Asian AIDs Prevention,120 Carlton Street Unit 315,Ontario,Toronto,M5A 4K3,416-420-9577,settlementmanager@asaap.ca,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Alliance for South Asian AIDs Prevention,315-120 Carlton Street,Ontario,Toronto,M5A 4K3,416-420-9577,settlementmanager@asaap.ca,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Altered Minds Inc.,400-259 Portage Avenue ,Manitoba,Winnipeg,R3B 2A9,204-944-0133,information@entryprogram.ca,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Archway Community Services Society,2420 Montrose Avenue,British Columbia,Abbotsford,V2S 3S9,604-859-7681,hello@archway.ca,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Assemblée communautaire fransaskoise (A.C.F.) Inc.,29 11 Street East 2nd floor,Saskatchewan,Prince Albert,S6V 0Z8,604-859-7681,acf@fransaskois.sk.ca ,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Assemblée communautaire fransaskoise (A.C.F.) Inc.,403 3rd Ave NW,Saskatchewan,Moose Jaw,S6H 1K4,306-500-5304,acf@fransaskois.sk.ca ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Assiniboine Community College,1430 Victoria Avenue East,Manitoba,Brandon,R7A 2A9,204-725-8744,esl@assiniboine.net,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ASSIST Community Services Centre,2-810 Saddleback Road NW,Alberta,Edmonton,T6J 4W4,780-429-3119, ,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Association canadienne-française de l'Ontario - Conseil régional des Mille-Îles (ACFOMI),760 Highway 15,Ontario,Kingston,K7I 0C3,613-546-7863,info@acfomi.org,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Association des francophones de la région de York,90 Walton Drive  ,Ontario,Aurora,L4G3K4,289-552-4297,info@afry.ca,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Association des francophones du Nord-Ouest,234 Van Norman Street,Ontario,Thunder Bay,P7A 4B8,888-248-1712, ,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Association for New Canadians (ANC),118 Humphrey Road,Newfoundland and Labrador,Labrador City,A2V 2L3,709-722-9680,settlement@nfld.net,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Association for New Canadians (ANC),144 Military Road,Newfoundland and Labrador,St. John's,A1C 2E6,709-722-9680,settlement@nfld.net,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Association for New Canadians (ANC),28 Hardy Avenue,Newfoundland and Labrador,Grand Falls-Windsor,A2A 2P8,709-722-9680,settlement@nfld.net,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Association for New Canadians (ANC),32 Main Street,Newfoundland and Labrador,Forteau,A0K 2P0,709-722-9680,settlement@nfld.net,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Association for New Canadians (ANC),6 Hillcrest Road,Newfoundland and Labrador,Happy Valley-Goose Bay,A0P 1E0,709-722-9680,settlement@nfld.net,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Association for New Canadians (ANC),9 Main Street Suite 203,Newfoundland and Labrador,Corner Brook,A2H 1C2,709-722-9680,settlement@nfld.net,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
